hole_id,prospect,sample_id,depth_from,depth_to,length,lith1,alt_1_type,alt_1_style,Au_ppm_preferred,Ag_ppm,Al_pct,As_ppm,B_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_pct,Ga_ppm,Ge_ppm,Hf_ppm,Hg_ppm,In_ppm,K_pct,La_ppm,Li_ppm,Lu_ppm,Mg_pct,Mn_pct,Mo_ppm,Na_pct,Nb_ppm,Ni_ppm,P_pct,Pb_ppm,Rb_ppm,Re_ppm,S_pct,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_pct,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
HOLE_041,Jerimum de Cima,103404,11.00,12.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103405,12.00,13.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103406,13.00,14.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103407,14.00,15.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103408,15.00,16.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103409,16.00,17.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103410,17.00,18.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103411,18.00,19.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103412,19.00,20.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103413,20.00,21.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103414,21.00,22.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103415,22.00,23.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103416,23.00,23.60,0.60,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103417,23.60,24.55,0.95,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103418,24.55,26.00,1.45,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103419,26.00,27.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103420,27.00,28.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103421,28.00,29.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103422,29.00,30.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103423,30.00,31.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103424,31.00,32.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103425,32.00,33.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103426,33.00,34.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103427,34.00,35.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103428,35.00,36.00,1.00,SAP,CTHM,PV,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103429,36.00,37.00,1.00,SAP,CTHM,PV,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103430,37.00,38.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103431,38.00,39.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103432,39.00,40.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103433,40.00,41.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103434,41.00,42.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103435,42.00,43.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103436,43.00,44.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103437,44.00,45.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103438,45.00,46.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103439,46.00,47.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103440,47.00,48.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103441,48.00,49.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103442,49.00,50.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103443,50.00,51.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103444,51.00,52.00,1.00,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103445,52.00,53.05,1.05,SAP,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103446,53.05,54.25,1.20,ID,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103447,54.25,55.10,0.85,ID,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103448,55.10,55.60,0.50,GSTR,SS,PV,0.55,0.25,6.07,1.5,,657,1.7,11,2.098,0.25,,9,9,,6,2.57,,,,,,2.11,12,13,,0.51,0.037,0.5,3.41,,3,0.07,22,,,1.43,5,3.9,,5,219.5,,,,,0.2,10,,34,5,4.8,,33,34.4
HOLE_041,Jerimum de Cima,103449,55.60,56.10,0.50,GSTR,SS,PV,1.93,0.8,4.63,1.5,,1283,2.2,11,2.047,0.25,,6,9,,7,2.37,,,,,,3.6,16,17,,0.55,0.0456,0.5,1.93,,3,0.07,19,,,1,5,3.2,,5,148.8,,,,,0.2,10,,46,10,4.3,,30,40.5
HOLE_041,Jerimum de Cima,103450,56.10,56.70,0.60,GSTR,SS,PV,0.22,0.25,4.53,1.5,,1178,1.9,9,1.86,0.25,,5,9,,8,1.95,,,,,,2.98,16.6,15,,0.48,0.0586,0.5,2.7,,2,0.06,18,,,0.43,5,3.2,,5,278,,,,,0.18,10,,43,6,3.9,,30,35.3
HOLE_041,Jerimum de Cima,103451,56.70,57.30,0.60,GSTR,SS,PV,0.29,0.25,3.95,1.5,,1309,1.8,11,2.591,0.25,,7,8,,10,2.3,,,,,,3.08,11.3,18,,0.56,0.0701,0.5,2.29,,2,0.06,18,,,0.63,5,2.8,,5,310.8,,,,,0.19,10,,43,6,3.4,,34,34.6
HOLE_041,Jerimum de Cima,103452,57.30,58.35,1.05,GSTR,SS,PV,0.03,0.25,3.22,1.5,,864,1.6,11,2.603,0.25,,7,8,,4,2.09,,,,,,2.52,11.7,16,,0.51,0.0582,0.5,3.07,,4,0.06,15,,,0.21,5,2.4,,5,345.5,,,,,0.2,10,,40,2.5,3.4,,41,33.3
HOLE_041,Jerimum de Cima,103453,58.35,59.40,1.05,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103454,59.40,61.00,1.60,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103455,61.00,62.00,1.00,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103456,62.00,63.00,1.00,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103457,63.00,65.00,2.00,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103458,65.00,67.00,2.00,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103459,67.00,68.00,1.00,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103460,68.00,69.00,1.00,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103461,69.00,70.00,1.00,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103462,70.00,71.00,1.00,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103463,71.00,73.00,2.00,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103464,73.00,74.00,1.00,ID,CTHM,ST,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103465,74.00,76.00,2.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103466,76.00,78.00,2.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103467,78.00,80.00,2.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103468,80.00,81.55,1.55,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103469,81.55,82.50,0.95,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103470,82.50,83.90,1.40,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103471,83.90,85.00,1.10,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103472,85.00,87.00,2.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103473,87.00,89.00,2.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103474,89.00,91.00,2.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103475,91.00,93.00,2.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103476,93.00,95.00,2.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103477,95.00,96.00,1.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103478,96.00,98.00,2.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103479,98.00,99.00,1.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103480,99.00,100.00,1.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103481,100.00,101.00,1.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103482,101.00,103.00,2.00,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103483,103.00,104.25,1.25,ID,CTHM,FR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103484,104.25,105.00,0.75,ID,SCP,PV,0.01,0.25,3.12,1.5,,1215,1.7,10,2.165,0.25,,5,7,,25,2.12,,,,,,2.61,9.6,27,,0.54,0.057,0.5,3.02,,2,0.04,16,,,0.02,5,2.5,,5,391,,,,,0.19,10,,46,2.5,4.9,,69,64.1
HOLE_041,Jerimum de Cima,103485,105.00,105.50,0.50,ID,SCP,PV,0.00,0.25,3.25,1.5,,1325,2,14,2.441,0.25,,8,8,,15,2.61,,,,,,2.68,11,29,,0.62,0.0679,0.5,3.03,,2,0.07,19,,,0.05,5,3.2,,5,485.9,,,,,0.25,10,,62,2.5,6.2,,72,74.4
HOLE_041,Jerimum de Cima,103486,105.50,106.00,0.50,ID,SCP,PV,1.62,1.7,3.96,1.5,,1174,2.1,17,2.86,0.25,,17,11,,23,4.01,,,,,,2.53,21.2,29,,0.7,0.0629,0.5,2.91,,0.5,0.09,27,,,1.81,5,5.7,,5,397.7,,,,,0.29,10,,65,2.5,13.1,,66,100
HOLE_041,Jerimum de Cima,103487,106.00,106.60,0.60,ID,SCP,PV,1.81,2.5,3.9,1.5,,941,1.7,13,1.919,0.25,,16,11,,14,3.36,,,,,,2.13,17.6,21,,0.37,0.0383,0.5,3.52,,0.5,0.05,21,,,2.38,5,3.3,,5,284,,,,,0.17,10,,40,2.5,8.3,,40,92.7
HOLE_041,Jerimum de Cima,103488,106.60,107.10,0.50,ID,SCP,PV,0.31,0.25,4.06,1.5,,1349,1.7,12,1.725,0.25,,22,11,,6,3.56,,,,,,2.64,14.7,31,,0.76,0.0438,0.5,2.59,,0.5,0.07,25,,,1.81,5,4.4,,5,206.8,,,,,0.21,10,,59,6,7.2,,55,91.9
HOLE_041,Jerimum de Cima,103489,107.10,107.70,0.60,ID,SCP,PV,0.21,0.25,4.34,1.5,,1144,1.9,13,2.183,0.25,,13,11,,14,2.64,,,,,,2.64,20.4,28,,0.57,0.0461,0.5,2.89,,2,0.07,22,,,1,5,4.7,,5,212.8,,,,,0.23,10,,57,8,7,,43,102.1
HOLE_041,Jerimum de Cima,103490,107.70,108.50,0.80,ID,SCP,PV,0.02,0.25,4.39,1.5,,1073,2.1,14,2.488,0.25,,8,9,,16,2.78,,,,,,2.36,18.6,25,,0.74,0.0589,0.5,3.14,,0.5,0.07,21,,,0.13,5,5.1,,5,417.1,,,,,0.27,10,,59,2.5,9.9,,57,83
HOLE_041,Jerimum de Cima,103491,108.50,110.00,1.50,ID,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103492,110.00,111.00,1.00,ID,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103493,111.00,112.00,1.00,ID,CTHM,PV,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103494,112.00,113.00,1.00,ID,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103495,113.00,114.40,1.40,ID,CTHM,PV,0.00,0.25,4.94,1.5,,1290,2.6,22,2.693,0.25,,12,11,,29,3.68,,,,,,2.95,28.6,24,,0.97,0.0787,0.5,3.31,,0.5,0.09,29,,,0.05,5,7,,5,501.5,,,,,0.41,10,,78,2.5,18.2,,92,129.8
HOLE_041,Jerimum de Cima,103496,114.40,115.25,0.85,GSTR,SS,ST,0.00,0.25,3.61,1.5,,623,1.7,11,2.814,0.25,,6,9,,9,2.08,,,,,,2,15.8,15,,0.46,0.036,0.5,3.91,,0.5,0.05,15,,,0.01,5,3.3,,5,140.1,,,,,0.22,10,,43,7,8.8,,56,70.3
HOLE_041,Jerimum de Cima,103497,115.25,116.00,0.75,GSTR,SS,ST,0.00,0.25,3.86,1.5,,698,2.1,15,1.33,0.25,,8,12,,8,2.61,,,,,,2.04,14,18,,0.62,0.0313,0.5,3.78,,2,0.05,15,,,0.005,5,4.2,,5,224.1,,,,,0.27,10,,62,2.5,8.2,,62,66.1
HOLE_041,Jerimum de Cima,103498,116.00,117.00,1.00,GSTR,SS,ST,0.00,0.25,3.69,1.5,,566,1.6,12,2.304,0.25,,8,10,,10,2.44,,,,,,1.95,13,20,,0.63,0.0366,0.5,3.55,,2,0.06,12,,,0.005,5,3.7,,5,111.3,,,,,0.22,10,,53,6,5.5,,61,47.2
HOLE_041,Jerimum de Cima,103499,117.00,118.00,1.00,GSTR,SS,ST,0.00,0.25,3.42,1.5,,480,1.6,9,2.853,0.25,,7,10,,7,2.25,,,,,,1.88,11.9,21,,0.63,0.0378,0.5,3.38,,4,0.05,14,,,0.005,5,3.2,,5,143.1,,,,,0.18,10,,47,2.5,5.3,,59,33.8
HOLE_041,Jerimum de Cima,103500,118.00,118.65,0.65,GSTR,SS,ST,0.01,0.25,2.29,4,,454,1.7,13,1.39,0.25,,9,8,,4,2.28,,,,,,2.29,1.5,19,,0.59,0.0401,0.5,3.2,,5,0.07,12,,,0.15,5,2.1,,5,111,,,,,0.22,10,,59,2.5,2.4,,67,50.8
HOLE_041,Jerimum de Cima,103501,118.65,119.45,0.80,GSTR,SS,ST,0.02,0.25,2.82,1.5,,638,1.9,14,1.8,0.25,,8,8,,17,2.4,,,,,,2.43,4.3,17,,0.57,0.0448,0.5,3.52,,2,0.06,24,,,0.11,5,2.4,,5,200.7,,,,,0.23,10,,57,2.5,3.1,,77,38.3
HOLE_041,Jerimum de Cima,103502,119.45,120.50,1.05,GSTR,SS,ST,0.00,0.25,3.01,1.5,,781,1.9,12,1.543,0.25,,8,8,,14,2.29,,,,,,2.28,7.4,18,,0.56,0.0425,0.5,3.08,,4,0.06,29,,,0.1,5,2.9,,5,245.3,,,,,0.23,10,,50,2.5,4.5,,79,53.6
HOLE_041,Jerimum de Cima,103503,120.50,121.55,1.05,GSTR,SS,ST,0.08,0.25,3.18,1.5,,564,2.1,14,1.897,0.25,,9,8,,26,2.85,,,,,,1.95,16.7,19,,0.67,0.05,0.5,3.23,,1,0.07,24,,,0.17,5,4.3,,5,210,,,,,0.26,10,,61,2.5,9,,76,96.7
HOLE_041,Jerimum de Cima,103504,121.55,122.30,0.75,GSTR,SS,ST,0.01,0.25,4.13,1.5,,509,1.9,13,4,0.25,,10,8,,23,2.97,,,,,,2,21.3,23,,0.76,0.0641,0.5,3.14,,4,0.08,20,,,0.07,5,5.5,,5,238.1,,,,,0.24,10,,63,2.5,10.5,,71,88.4
HOLE_041,Jerimum de Cima,103505,122.30,123.30,1.00,GSTR,SS,ST,0.01,0.25,4.87,1.5,,679,2,13,3.202,0.25,,9,9,,15,2.89,,,,,,1.89,26.2,23,,0.82,0.0656,0.5,3.3,,2,0.08,24,,,0.12,5,6,,5,377,,,,,0.25,10,,61,2.5,9.5,,101,76.1
HOLE_041,Jerimum de Cima,103506,123.30,124.00,0.70,ID,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103507,124.00,125.00,1.00,ID,CTHM,PV,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103508,125.00,127.00,2.00,ID,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103509,127.00,127.75,0.75,ID,CTHM,PV,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103510,127.75,128.75,1.00,ID,CTHM,PV,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103511,128.75,129.40,0.65,ID,CTHM,PV,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103512,129.40,130.90,1.50,ID,CTHM,PV,0.03,0.25,3.57,1.5,,909,1.6,6,0.913,0.25,,2,6,,13,1.21,,,,,,3.45,9.6,6,,0.17,0.0236,0.5,3.14,,2,0.02,20,,,0.18,5,1.8,,5,164.5,,,,,0.1,10,,14,2.5,5.9,,31,87.2
HOLE_041,Jerimum de Cima,103513,130.90,131.70,0.80,ID,CTHM,PV,0.75,0.25,4.34,1.5,,923,1.7,7,1.539,0.25,,4,6,,14,1.82,,,,,,2.64,19.2,10,,0.33,0.0345,0.5,2.65,,0.5,0.04,41,,,0.46,5,2.2,,5,239.1,,,,,0.15,10,,21,2.5,6.8,,40,118.8
HOLE_041,Jerimum de Cima,103514,131.70,132.40,0.70,ID,CTHM,PV,0.26,0.25,4.86,16,,1082,2.2,16,2.138,0.25,,12,9,,34,2.92,,,,,,2.79,27.4,22,,0.71,0.052,0.5,2.81,,2,0.07,29,,,0.64,5,5.3,,5,320.7,,,,,0.28,10,,53,2.5,13.1,,55,97.6
HOLE_041,Jerimum de Cima,103515,132.40,133.60,1.20,ID,CTHM,PV,0.03,0.25,2.94,1.5,,835,1.9,13,1.972,0.25,,7,8,,21,2.4,,,,,,2.11,13.3,20,,0.5,0.0506,0.5,3.58,,3,0.06,15,,,0.14,5,2.8,,5,273.6,,,,,0.25,10,,50,2.5,7.1,,59,99.9
HOLE_041,Jerimum de Cima,103516,133.60,135.00,1.40,ID,CTHM,PV,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE_041,Jerimum de Cima,103517,135.00,137.00,2.00,ID,CTHM,PV,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
